Top of The Market Rating,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
73.76,1.7,3,1,6,11,VJET,voxeljet AG,26.73,Buy
73.75,2.0,3,1,1.0,8,MTLS,Materialise NV,-12.06,Buy
73.75,2.3,3,2,3.0,17,NOVN,"Novan, Inc.",107.16,Buy
73.75,2.3,4,2,2.0,17,RDUS,"Radius Health, Inc.",54.28,Buy
73.74,2.2,3,1,6,8,AAV,Advantage Oil & Gas Ltd,19.13,Buy
73.73,3.3,1,3,1.0,17,ARIS,"ARI Network Services, Inc.",-0.14,Buy
73.73,2.1,3,2,1.5999999999999996,5,BIIB,Biogen Inc.,10.28,Buy
73.73,2.4,2,2,6,5,KMX,CarMax Inc,4.06,Buy
73.72,2.0,3,2,6,6,PKOH,Park-Ohio Holdings Corp.,25.63,Buy
73.72,3.0,1,2,6,8,SHG,Shinhan Financial Group Co Ltd,14.01,Buy
73.71,2.3,2,2,6,5,WLK,Westlake Chemical Corporation,1.41,Buy
73.69,2.5,1,2,3.0,5,CSBK,Clifton Bancorp Inc.,4.98,Buy
73.69,2.2,3,2,1.5999999999999996,6,FOXA,"Twenty-First Century Fox, Inc.",19.17,Buy
73.69,2.2,3,2,6,2,PCG,Pacific Gas & Electric Co.,3.78,Buy
73.68,2.5,1,2,2.0,7,LGIH,"LGI Homes, Inc.",-6.75,Buy
73.68,1.8,3,2,6,5,MTZ,"MasTec, Inc.",13.76,Buy
73.67,1.9,3,2,2.3,5,STLD,"Steel Dynamics, Inc.",22.33,Buy
73.67,2.3,3,2,6,1,PGR,Progressive Corporation (The),-0.47,Buy
73.65,2.2,3,2,1.0,8,CHEF,"The Chefs&#39; Warehouse, Inc.",17.24,Buy
73.62,2.5,4,2,1.0,7,CRWS,"Crown Crafts, Inc.",42.86,Buy
73.61,2.2,2,2,6,5,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",-1.7,Buy
73.6,3.1,2,2,6,1,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",-5.88,Buy
73.58,2.1,3,2,6,3,BLK,"BlackRock, Inc.",7.31,Buy
73.52,1.8,2,2,1.0,11,EXAS,Exact Sciences Corporation,1.34,Buy
73.49,2.0,3,1,6,8,EFC,Ellington Financial LLC,12.58,Buy
73.49,1.7,4,1,6,8,PXD,Pioneer Natural Resources Company,30.1,Buy
73.48,1.8,3,2,6,5,TLP,TransMontaigne Partners L.P.,12.54,Buy
73.47,2.0,3,2,2.0,5,HPT,Hospitality Properties Trust,15.96,Buy
73.47,2.2,3,2,1.0,17,MRTX,"Mirati Therapeutics, Inc.",45.83,Hold
73.47,2.1,3,2,6,3,CB,D/B/A Chubb Limited New,6.64,Buy
73.47,2.2,3,2,6,5,NLS,"Nautilus Group, Inc. (The)",22.51,Buy
73.47,2.7,3,1,6,11,NAO,Nordic American Offshore Ltd,69.49,Buy
73.46,6,3,2,1.2999999999999998,5,CHTR,"Charter Communications, Inc.",-0.07,Buy
73.46,2.0,1,2,6,10,NNI,"Nelnet, Inc.",0.78,Buy
73.45,1.7,2,1,6,8,BZUN,Baozun Inc.,-20.15,Buy
73.45,2.5,1,2,3.0,12,CDTI,"Clean Diesel Technologies, Inc.",51.75,Buy
73.45,2.5,3,2,1.0,12,MBII,"Marrone Bio Innovations, Inc.",95.65,Buy
73.43,2.2,3,2,2.0,17,MDCA,MDC Partners Inc.,20.6,Buy
73.43,1.4,5,1,1.0,12,MDWD,MediWound Ltd.,47.34,Buy
73.43,2.3,3,2,6,4,FCB,"FCB Financial Holdings, Inc.",18.09,Buy
73.43,2.1,3,2,6,4,ZBH,"Zimmer Biomet Holdings, Inc.",13.1,Buy
73.42,1.6,3,1,6,8,GLOG,GasLog LP.,2.21,Buy
73.41,1.9,2,2,6,7,CC,Chemours Company (The),2.93,Buy
73.39,2.0,3,2,1.7999999999999998,5,AAPL,Apple Inc.,10.37,Buy
73.39,2.0,3,2,1.0,8,LAWS,"Lawson Products, Inc.",10.38,Buy
73.39,2.2,3,2,2.5,17,RARE,Ultragenyx Pharmaceutical Inc.,32.86,Buy
73.36,2.0,3,2,2.0,5,PACW,PacWest Bancorp,15.16,Buy
73.36,2.4,3,2,6,5,ELLI,"Ellie Mae, Inc.",26.81,Buy
73.36,1.8,3,2,6,9,ETP,"Energy Transfer Partners, L.P.",38.48,Buy
73.35,1.4,3,1,6,10,PEN,"Penumbra, Inc.",10.12,Buy
73.35,2.1,3,1,6,11,YPF,YPF Sociedad Anonima,34.29,Buy
73.34,2.3,3,2,6,4,WHR,Whirlpool Corporation,17.57,Buy
73.33,2.0,4,2,1.7000000000000002,2,HTBK,Heritage Commerce Corp,12.48,Buy
73.33,1.9,2,2,6,8,OA,"Orbital ATK, Inc.",9.15,Buy
73.33,2.0,1,2,6,3,SLF,Sun Life Financial Inc.,3.34,Hold
73.32,2.2,1,2,3.0,7,ACIW,"ACI Worldwide, Inc.",8.23,Buy
73.31,2.3,2,2,6,5,FBC,"Flagstar Bancorp, Inc.",-0.96,Buy
73.3,2.2,3,2,1.0,9,KTOS,"Kratos Defense & Security Solutions, Inc.",21.4,Buy
73.3,2.5,1,2,6,7,KEM,Kemet Corporation,-7.69,Buy
73.28,2.1,3,2,1.0,12,RPD,"Rapid7, Inc.",38.8,Buy
73.27,2.7,2,2,6,5,FNV,Franco-Nevada Corporation,8.77,Buy
73.26,1.8,3,2,2.0,11,WATT,Energous Corporation,49.51,Buy
73.24,2.3,3,2,6,2,ACN,Accenture plc,3.58,Buy
73.23,2.0,2,2,6,7,JLL,Jones Lang LaSalle Incorporated,4.38,Buy
73.22,2.1,2,2,1.7000000000000002,8,LITE,Lumentum Holdings Inc.,4.2,Buy
73.21,1.3,3,2,6,6,ASX,"Advanced Semiconductor Engineering, Inc.",5.1,Buy
73.2,1.5,4,1,6,8,PKE,Park Electrochemical Corporation,23.36,Buy
73.19,2.0,3,2,1.7000000000000002,11,LXRX,"Lexicon Pharmaceuticals, Inc.",46.52,Buy
73.19,1.8,3,1,6,11,ASC,Ardmore Shipping Corporation,25.79,Buy
73.19,1.5,4,1,6,7,TCAP,Triangle Capital Corporation,16.65,Buy
73.18,1.8,5,2,1.0,3,VBTX,"Veritex Holdings, Inc.",20.62,Buy
73.15,2.0,4,2,1.0,4,FDUS,Fidus Investment Corporation,7.02,Buy
73.15,2.4,3,2,6,2,TEO,Telecom Argentina Stet - France Telecom S.A.,5.59,Buy
73.14,2.0,3,2,1.0,9,ESIO,"Electro Scientific Industries, Inc.",15.34,Buy
73.14,2.1,3,2,1.0,1,BUSE,First Busey Corporation,14.45,Hold
73.13,2.5,3,2,6,6,MDR,"McDermott International, Inc.",34.64,Buy
73.11,2.2,3,2,6,5,ACM,AECOM,20.33,Buy
73.1,1.8,3,2,1.5,7,HMSY,HMS Holdings Corp,9.18,Buy
73.09,3.0,3,1,1.0,8,RRR,"Red Rock Resorts, Inc.",8.29,Buy
73.09,2.0,4,1,6,4,TYL,"Tyler Technologies, Inc.",8.55,Buy
73.08,1.0,4,2,6,5,LUK,Leucadia National Corporation,15.16,Buy
73.08,2.2,3,2,6,2,SYK,Stryker Corporation,0.14,Buy
73.07,2.3,3,2,1.0,8,TRUE,"TrueCar, Inc.",15.67,Buy
73.07,2.7,1,3,6,4,GTY,Getty Realty Corporation,0.93,Buy
73.07,2.5,1,2,6,9,IVR,INVESCO MORTGAGE CAPITAL INC,4.23,Buy
73.06,1.8,3,2,6,11,BCOV,Brightcove Inc.,53.85,Buy
73.05,2.2,3,2,6,2,LH,Laboratory Corporation of America Holdings,-0.04,Buy
73.05,2.9,2,2,6,3,PLD,"Prologis, Inc.",-0.89,Buy
73.03,2.3,3,2,2.2,5,DLTR,"Dollar Tree, Inc.",25.35,Buy
73.03,1.8,4,1,6,8,CPE,Callon Petroleum Company,29.87,Buy
73.03,2.2,3,2,6,4,OSK,Oshkosh Corporation,13.2,Buy
73.02,2.3,3,2,1.9000000000000004,6,PAAS,Pan American Silver Corp.,24.48,Buy
73.01,2.4,1,2,6,1,FAF,First American Corporation (The),-1.96,Hold
73.01,2.1,3,2,6,5,KEY,KeyCorp,17.25,Buy
72.98,2.0,2,2,6,8,HPQ,HP Inc.,9.55,Buy
72.97,2.1,3,2,2.5,7,HSTM,"HealthStream, Inc.",40.78,Buy
72.96,1.7,3,2,6,5,TPVG,TriplePoint Venture Growth BDC Corp.,6.92,Buy
72.93,1.8,4,1,6,7,TECK,Teck Resources Ltd,22.58,Buy
72.91,2.0,5,1,1.0,5,MDSO,"Medidata Solutions, Inc.",12.06,Buy
72.88,2.3,3,2,6,6,IPHS,"Innophos Holdings, Inc.",28.11,Buy
72.88,2.2,3,2,6,3,CRL,"Charles River Laboratories International, Inc.",5.61,Buy
72.88,1.0,3,2,6,8,MON,Monsanto Company,8.96,Buy
72.87,2.0,4,1,6,10,NVTA,Invitae Corporation,47.21,Buy
72.87,2.4,3,2,6,8,NNA,Navios Maritime Acquisition Corporation,43.88,Buy
72.86,2.0,3,2,1.4000000000000004,13,CRME,Cardiome Pharma Corporation,73.61,Buy
72.86,2.1,3,2,1.0,7,ENSG,"The Ensign Group, Inc.",2.5,Buy
72.86,2.5,3,2,6,2,GMED,"Globus Medical, Inc.",6.31,Buy
72.84,2.3,3,2,6,3,CE,Celanese Corporation,7.85,Buy
72.83,2.3,3,1,6,8,RDNT,"RadNet, Inc.",16.13,Buy
72.82,2.5,3,2,1.7000000000000002,5,TILE,"Interface, Inc.",16.4,Buy
72.82,2.1,3,2,1.7999999999999998,5,DSGX,The Descartes Systems Group Inc.,8.91,Buy
72.81,2.3,3,2,6,5,SXI,Standex International Corporation,21.05,Buy
72.8,6,3,2,1.4000000000000004,8,MTCH,"Match Group, Inc.",18.47,Buy
72.79,2.4,2,2,6,8,AES,The AES Corporation,18.4,Buy
72.78,1.6,4,1,6,12,IVTY,"Invuity, Inc.",94.03,Buy
72.78,2.1,3,2,6,5,TPH,"TRI Pointe Group, Inc.",15.84,Buy
72.77,2.0,3,2,1.0,9,CSII,"Cardiovascular Systems, Inc.",12.71,Buy
72.77,2.2,3,2,6,8,MRC,MRC Global Inc.,38.29,Buy
72.75,2.2,3,2,6,5,GEO,Geo Group Inc (The),18.16,Buy
72.74,1.7,3,1,1.0,9,TRUP,"Trupanion, Inc.",-19.98,Buy
72.73,1.5,5,1,1.0,8,TAX,"Liberty Tax, Inc.",18.28,Buy
72.73,2.0,3,2,6,5,ASH,Ashland Global Holdings Inc.,13.05,Buy
72.72,2.2,2,2,1.0,11,FIVN,"Five9, Inc.",5.71,Buy
72.71,2.0,3,2,1.0,8,ALRM,"Alarm.com Holdings, Inc.",5.62,Buy
72.71,2.0,3,1,6,12,CDZI,"Cadiz, Inc.",34.62,Buy
72.7,2.3,1,2,2.5,1,ASML,ASML Holding N.V.,3.91,Hold
72.69,2.4,2,2,6,5,ARW,"Arrow Electronics, Inc.",-2.21,Buy
72.68,2.1,3,2,1.9000000000000004,8,CAVM,"Cavium, Inc.",30.45,Buy
72.68,2.0,3,2,3.0,1,MSFG,"MainSource Financial Group, Inc.",8.79,Buy
72.68,1.6,4,2,1.0,10,HABT,"The Habit Restaurants, Inc.",33.74,Buy
72.68,1.7,5,1,6,6,MCS,Marcus Corporation (The),36.94,Buy
72.67,2.4,3,2,6,5,CAG,"ConAgra Brands, Inc.",22.66,Buy
72.66,1.6,3,1,3.0,5,CSGP,"CoStar Group, Inc.",0.29,Buy
72.66,2.5,3,2,6,7,EVC,Entravision Communications Corporation,38.46,Buy
72.65,2.0,1,2,2.7,8,EXEL,"Exelixis, Inc.",-2.28,Buy
72.64,1.7,4,2,6,8,ANW,Aegean Marine Petroleum Network Inc.,81.82,Buy
72.64,1.9,4,1,6,11,ESTE,"Earthstone Energy, Inc.",55.79,Buy
72.64,1.9,4,1,6,11,ICD,"Independence Contract Drilling, Inc.",99.23,Buy
72.63,1.9,3,1,2.0,9,UPLD,"Upland Software, Inc.",9.22,Buy
72.62,3.0,1,2,1.0,11,FLDM,Fluidigm Corporation,61.5,Hold
72.62,2.0,3,2,2.0,11,GPOR,Gulfport Energy Corporation,53.28,Buy
72.62,2.0,4,2,1.0,11,OTIC,"Otonomy, Inc.",72.51,Buy
72.62,2.0,3,2,2.0,11,SKYS,"Sky Solar Holdings, Ltd.",133.33,Buy
72.62,2.0,4,2,1.0,11,GASS,"StealthGas, Inc.",100.67,Buy
72.62,2.5,2,2,2.2,8,SRCL,"Stericycle, Inc.",22.48,Buy
72.62,2.1,3,2,6,3,EXC,Exelon Corporation,1.56,Buy
72.61,2.3,2,2,1.0,12,HYGS,Hydrogenics Corporation,14.13,Buy
72.58,2.0,3,2,6,5,GEF,Greif Bros. Corporation,12.14,Buy
72.57,2.3,2,2,6,7,NEM,Newmont Mining Corporation,7.93,Buy
72.55,2.5,3,2,1.0,4,JOUT,Johnson Outdoors Inc.,-9.65,Buy
72.54,2.0,3,1,6,7,CHMI,Cherry Hill Mortgage Investment Corporation,0.21,Buy
72.53,2.5,2,2,2.0,5,SAIA,"Saia, Inc.",-3.11,Buy
72.53,2.2,3,2,6,3,BFAM,Bright Horizons Family Solutions Inc.,3.54,Buy
72.52,2.0,3,2,3.0,2,IBKC,IBERIABANK Corporation,14.3,Buy
72.5,2.0,4,2,6,7,FL,"Foot Locker, Inc.",52.11,Buy
72.5,1.9,3,2,6,8,NVGS,Navigator Holdings Ltd.,29.19,Buy
72.49,2.0,3,2,6,5,HELE,Helen of Troy Limited,11.61,Buy
72.49,2.0,3,2,6,5,CVS,CVS Health Corporation,11.6,Buy
72.45,1.9,3,2,1.0,6,YY,YY Inc.,-12.0,Buy
72.44,1.7,4,2,6,2,ADC,Agree Realty Corporation,8.81,Buy
72.43,2.4,3,2,2.0,7,IVAC,"Intevac, Inc.",31.98,Buy
72.43,2.3,3,2,1.0,17,LNTH,"Lantheus Holdings, Inc.",-7.93,Buy
72.43,2.0,3,2,2.4,5,WBA,"Walgreens Boots Alliance, Inc.",18.69,Buy
72.42,2.2,3,2,1.7000000000000002,5,NEWT,Newtek Business Services Corp.,6.13,Buy
72.42,2.2,2,2,2.7,5,VIAV,Viavi Solutions Inc.,6.09,Buy
72.41,2.0,3,2,6,4,ZTS,Zoetis Inc.,4.48,Buy
72.4,2.8,1,2,6,8,ENIA,Enel Americas S.A.,1.07,Buy
72.39,1.8,3,2,6,4,PAYC,"Paycom Software, Inc.",-0.65,Buy
72.38,1.0,3,1,6,12,NXRT,"NexPoint Residential Trust, Inc.",7.64,Buy
72.38,2.0,3,2,6,5,ORA,"Ormat Technologies, Inc.",10.96,Buy
72.38,2.2,3,2,6,8,WCC,"WESCO International, Inc.",35.92,Buy
72.34,2.0,3,1,2.0,8,LGND,Ligand Pharmaceuticals Incorporated,3.08,Buy
72.34,2.3,3,2,2.0,5,WNEB,"Western New England Bancorp, Inc.",15.58,Buy
72.33,2.0,3,2,6,8,ETM,Entercom Communications Corporation,30.65,Buy
72.32,1.9,3,2,6,6,BSX,Boston Scientific Corporation,14.77,Buy
72.3,2.2,4,2,1.0,6,SMCI,"Super Micro Computer, Inc.",19.4,Buy
72.3,2.2,3,2,6,6,MT,ArcelorMittal,22.15,Buy
72.3,2.1,3,2,6,6,ITT,ITT Inc.,19.63,Buy
72.28,2.0,3,2,2.0,5,WIRE,Encore Wire Corporation,7.61,Buy
72.28,2.5,2,2,6,7,ACRE,Ares Commercial Real Estate Corporation,11.18,Buy
72.28,2.1,3,2,6,5,KRC,Kilroy Realty Corporation,12.85,Buy
72.26,2.2,3,2,6,5,KFY,Korn/Ferry International,15.23,Buy
72.25,2.0,3,2,6,5,AMSF,"AMERISAFE, Inc.",10.17,Buy
72.23,2.0,5,2,1.0,3,OCFC,OceanFirst Financial Corp.,18.91,Buy
72.23,2.0,3,2,6,5,BCC,"Boise Cascade, L.L.C.",10.05,Buy
72.22,2.0,3,2,6,11,ADAP,Adaptimmune Therapeutics plc,178.29,Buy
72.22,2.0,3,2,6,11,CPG,Crescent Point Energy Corporation,59.5,Buy
72.22,2.0,3,2,6,11,XON,Intrexon Corporation,59.65,Buy
72.22,2.0,4,1,6,11,TTI,"Tetra Technologies, Inc.",95.73,Buy
72.22,2.1,3,2,6,8,VIPS,Vipshop Holdings Limited,32.49,Buy
72.21,2.0,3,2,1.0,8,BREW,"Craft Brew Alliance, Inc.",2.15,Buy
72.21,2.5,1,3,1.0,3,EBSB,"Meridian Bancorp, Inc.",6.32,Hold
72.21,1.9,3,2,2.0,6,WB,Weibo Corporation,11.33,Buy
72.2,2.1,3,2,6,5,BAC,Bank of America Corporation,12.36,Buy
72.19,2.3,1,2,6,3,DE,Deere & Company,3.95,Hold
72.18,2.4,3,2,2.0,5,CIVB,"Civista Bancshares, Inc. ",16.96,Buy
72.17,2.2,3,2,2.0,5,LOGM,"LogMein, Inc.",11.88,Buy
72.16,2.0,3,2,1.5999999999999996,6,ULTI,"The Ultimate Software Group, Inc.",3.43,Buy
72.15,2.4,3,2,1.0,7,HOLI,"Hollysys Automation Technologies, Ltd.",5.04,Buy
72.15,2.0,3,2,6,4,GRUB,GrubHub Inc.,2.92,Buy
72.12,1.8,3,6,1.0,8,LVNTA,Liberty Interactive Corporation,-0.59,Buy
72.12,2.2,3,2,1.0,8,LLNW,"Limelight Networks, Inc.",6.53,Buy
72.12,1.8,3,1,3.7,7,PE,"Parsley Energy, Inc.",32.34,Buy
72.11,2.0,2,2,6,10,MCRN,Milacron Holdings Corp.,17.65,Buy
72.1,2.3,3,2,6,4,APD,"Air Products and Chemicals, Inc.",10.11,Buy
72.1,2.0,3,2,6,10,WPX,"WPX Energy, Inc.",42.59,Buy
72.08,2.5,2,2,6,13,INVE,"Identiv, Inc.",62.52,Buy
72.06,2.0,3,2,6,6,LDOS,"Leidos Holdings, Inc.",15.67,Buy
72.06,2.2,3,2,6,4,NKE,"Nike, Inc.",7.38,Buy
72.05,2.6,3,2,1.0,5,CHDN,"Churchill Downs, Incorporated",-3.95,Buy
72.05,2.1,3,2,1.7000000000000002,8,COST,Costco Wholesale Corporation,21.0,Buy
72.05,2.2,3,2,6,9,NGL,NGL ENERGY PARTNERS LP,40.62,Buy
72.05,1.9,3,2,6,5,OXM,"Oxford Industries, Inc.",6.48,Buy
72.04,2.1,3,2,2.2,6,FTNT,"Fortinet, Inc.",20.1,Buy
72.04,2.3,3,2,1.0,13,SUNW,"Sunworks, Inc.",41.75,Buy
72.04,2.3,3,2,1.0,9,YNDX,Yandex N.V.,15.14,Buy
72.04,1.8,3,2,6,7,SIX,Six Flags Entertainment Corporation New,17.26,Buy
72.03,2.0,3,2,6,5,COH,"Coach, Inc.",8.85,Buy
72.02,2.3,3,2,6,4,TXT,Textron Inc.,9.64,Buy
72.0,2.3,3,2,6,5,UNP,Union Pacific Corporation,16.17,Buy
72.0,2.1,3,2,6,6,GRA,W.R. Grace & Co.,17.85,Buy
71.99,2.2,2,2,6,8,SWFT,Swift Transportation Company,8.61,Buy
71.98,2.3,2,2,6,7,MSI,"Motorola Solutions, Inc.",4.38,Buy
71.95,2.1,3,2,2.2,4,TTWO,"Take-Two Interactive Software, Inc.",6.12,Buy
71.95,2.1,3,2,6,3,CLGX,"CoreLogic, Inc.",-2.46,Buy
71.94,2.3,3,2,6,5,BKU,"BankUnited, Inc.",15.81,Buy
71.94,2.0,2,2,6,9,ENV,"Envestnet, Inc",9.97,Buy
71.94,2.1,3,2,6,5,LAZ,Lazard Ltd.,10.82,Buy
71.94,2.5,3,2,6,3,PFS,"Provident Financial Services, Inc",7.49,Buy
71.93,1.8,3,1,2.2,9,INCY,Incyte Corporation,6.82,Buy
71.93,2.2,3,2,6,5,IP,International Paper Company,13.26,Buy
71.93,2.2,4,2,6,3,IPG,"Interpublic Group of Companies, Inc. (The)",24.94,Buy
71.9,2.2,3,2,2.0,11,TTPH,"Tetraphase Pharmaceuticals, Inc.",123.77,Buy
71.9,1.8,5,1,6,7,HZO,"MarineMax, Inc.",41.41,Buy
71.89,2.3,2,2,6,11,CCXI,"ChemoCentryx, Inc.",30.52,Buy
71.88,2.1,3,2,1.0,11,GOGO,Gogo Inc.,22.35,Buy
71.88,2.1,2,2,6,9,OMF,"OneMain Holdings, Inc.",12.11,Buy
71.88,3.0,1,2,6,8,WF,Woori Bank,2.92,Buy
71.86,2.4,3,2,6,6,WES,"Western Gas Partners, LP",24.47,Buy
71.85,2.0,3,2,6,5,EMKR,EMCORE Corporation,7.76,Buy
71.85,1.8,3,2,6,11,NSTG,"NanoString Technologies, Inc.",42.76,Buy
71.85,2.7,3,2,1.0,11,TBPH,"Theravance Biopharma, Inc.",37.15,Buy
71.84,2.2,2,2,1.0,11,AAAP,Advanced Accelerator Applications S.A.,-0.42,Buy
71.83,2.0,4,2,6,1,HUM,Humana Inc.,5.97,Buy
71.81,2.1,3,2,6,11,PDS,Precision Drilling Corporation,60.24,Buy
71.81,2.1,3,2,6,11,QEP,"QEP Resources, Inc.",79.86,Buy
71.8,2.3,3,2,6,5,PLOW,"Douglas Dynamics, Inc.",14.96,Buy
71.78,2.0,3,2,6,8,CUDA,"Barracuda Networks, Inc.",27.37,Buy
71.75,2.1,3,2,1.0,7,OMCL,"Omnicell, Inc.",-5.25,Buy
71.75,2.3,3,2,6,6,PSXP,Phillips 66 Partners LP,21.36,Buy
71.74,2.0,3,2,6,9,ATKR,Atkore International Group Inc.,33.78,Buy
71.73,2.0,4,2,1.7000000000000002,6,THRM,Gentherm Inc,27.97,Buy
71.71,2.2,3,2,1.0,7,RGLD,"Royal Gold, Inc.",-3.01,Buy
71.71,2.0,3,1,6,8,TWO,Two Harbors Investments Corp,1.94,Buy
71.7,2.1,3,2,1.5,7,PCTY,Paylocity Holding Corporation,6.87,Buy
71.7,1.7,3,2,3.0,6,PERY,Perry Ellis International Inc.,27.75,Buy
71.67,2.0,1,1,5,12,AKER,Akers Biosciences Inc,263.64,Buy
71.67,2.0,4,2,1.0,12,AMSC,American Superconductor Corporation,123.88,Buy
71.67,2.0,3,2,2.0,12,CLSN,Celsion Corporation,432.54,Buy
71.67,2.0,3,2,2.0,12,DMTX,"Dimension Therapeutics, Inc.",566.67,Buy
71.67,2.2,3,1,6,10,SHOR,"ShoreTel, Inc.",20.0,Buy
71.67,1.9,3,2,2.6,5,SIVB,SVB Financial Group,15.83,Buy
71.67,2.0,3,2,2.0,12,UNXL,"Uni-Pixel, Inc.",165.18,Buy
71.67,2.8,3,2,1.0,17,ZFGN,"Zafgen, Inc.",137.39,Hold
71.66,2.3,3,2,3.0,3,COHU,"Cohu, Inc.",22.46,Buy
71.65,2.3,2,2,6,8,ABR,Arbor Realty Trust,9.09,Buy
71.62,2.2,5,2,1.0,6,ARLP,"Alliance Resource Partners, L.P.",39.65,Buy
71.62,2.3,3,2,6,5,ADS,Alliance Data Systems Corporation,13.88,Buy
71.62,2.0,3,2,6,5,CCI,Crown Castle International Corporation,6.38,Buy
71.61,3.0,3,2,6,4,AMN,AMN Healthcare Services Inc,24.67,Buy
71.61,2.3,3,2,6,8,CDE,"Coeur Mining, Inc.",33.82,Buy
71.6,1.8,3,1,6,11,AJX,Great Ajax Corp.,16.28,Buy
71.6,2.6,2,2,6,10,PBR,Petroleo Brasileiro S.A.- Petrobras,29.61,Buy
71.57,2.1,3,2,6,5,VNTV,"Vantiv, Inc.",8.56,Buy
71.55,2.0,3,2,1.0,10,CARB,"Carbonite, Inc.",10.87,Buy
71.55,1.0,4,2,6,3,FRBA,First Bank,21.09,Outperform
71.55,2.3,4,2,1.0,11,KONA,"Kona Grill, Inc.",220.75,Buy
71.55,2.3,3,2,2.0,11,QUIK,QuickLogic Corporation,73.61,Buy
71.55,2.0,3,2,6,6,XOXO,"XO Group, Inc.",12.64,Buy
71.52,2.0,3,2,6,5,HUN,Huntsman Corporation,5.79,Buy
71.49,2.0,2,2,3.0,6,GRFS,"Grifols, S.A.",8.75,Buy
71.49,2.0,1,3,2.0,3,MLHR,"Herman Miller, Inc.",13.77,Hold
71.47,2.1,3,2,6,6,HTGC,"Hercules Capital, Inc.",14.66,Buy
71.47,2.8,3,2,6,5,LPL,"LG Display Co., Ltd.",25.46,Buy
71.46,2.0,4,2,1.9000000000000004,3,HOLX,"Hologic, Inc.",11.06,Buy
71.46,2.4,3,2,6,5,AEM,Agnico Eagle Mines Limited,15.44,Buy
71.46,2.0,3,2,6,8,DM,"Dominion Energy Midstream Partners, LP",25.45,Buy
71.46,2.5,3,2,6,6,FBP,First BanCorp.,24.58,Buy
71.45,2.1,3,2,1.5999999999999996,7,CIGI,Colliers International Group Inc. ,7.64,Buy
71.43,1.0,1,1,6,17,CKPT,"Checkpoint Therapeutics, Inc.",95.65,Buy
71.43,1.0,1,1,6,17,MNOV,"MediciNova, Inc.",67.59,Buy
71.43,2.4,3,2,6,4,BMY,Bristol-Myers Squibb Company,8.56,Buy
71.42,2.0,4,2,1.5,7,NUAN,"Nuance Communications, Inc.",27.46,Buy
71.41,1.9,3,2,1.0,12,SGRY,"Surgery Partners, Inc.",20.69,Buy
71.41,2.1,2,2,6,8,CAPL,CrossAmerica Partners LP,2.63,Buy
71.41,1.7,2,2,6,9,NRG,"NRG Energy, Inc.",-0.68,Buy
71.4,2.3,1,2,1.0,8,GIII,"G-III Apparel Group, LTD.",3.97,Hold
71.39,2.0,3,2,3.0,3,CSGS,"CSG Systems International, Inc.",13.09,Buy
71.39,2.0,4,2,6,8,BPI,"Bridgepoint Education, Inc.",69.06,Buy
71.39,2.2,3,2,6,11,FMSA,Fairmount Santrol Holdings Inc.,107.61,Buy
71.39,2.0,4,2,6,8,GHM,Graham Corporation,51.75,Buy
71.36,1.8,3,2,6,8,BSM,"Black Stone Minerals, L.P.",19.83,Buy
71.33,2.3,3,2,1.7000000000000002,5,CTSH,Cognizant Technology Solutions Corporation,0.98,Buy
71.33,2.0,3,2,6,5,LAD,"Lithia Motors, Inc.",4.67,Buy
71.29,2.3,3,2,6,6,TLYS,"Tilly&#39;s, Inc.",18.58,Buy
71.28,1.8,2,1,3.0,10,CONN,"Conn&#39;s, Inc.",3.98,Buy
71.28,2.0,3,2,6,6,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,10.99,Buy
71.28,2.1,3,2,6,5,VEEV,Veeva Systems Inc.,6.87,Buy
71.27,2.1,3,2,1.0,8,FARO,"FARO Technologies, Inc.",-1.91,Buy
71.26,2.1,3,2,6,11,PES,Pioneer Energy Services Corp.,46.74,Buy
71.25,2.5,3,2,6,10,SREV,"ServiceSource International, Inc.",54.61,Buy
71.25,2.5,3,2,6,10,UAN,"CVR Partners, LP",55.81,Buy
71.25,2.4,3,2,6,5,MGA,"Magna International, Inc.",14.16,Buy
71.25,2.0,3,2,6,9,SXC,"SunCoke Energy, Inc.",30.86,Buy
71.23,2.0,1,2,6,12,ENIC,Enel Chile S.A.,0.72,Buy
71.23,2.3,3,2,6,5,RXN,Rexnord Corporation,11.54,Buy
71.22,1.9,3,2,6,8,CNNX,Cone Midstream Partners LP,21.47,Buy
71.21,2.7,3,2,3.0,17,EGAN,eGain Corporation,44.74,Buy
71.19,2.2,3,2,3.0,8,BOJA,"Bojangles&#39;, Inc.",65.41,Buy
71.19,2.4,4,2,1.0,11,CLDX,"Celldex Therapeutics, Inc.",117.39,Buy
71.19,1.8,3,1,6,11,OXFD,Oxford Immunotec Global PLC,13.78,Buy
71.19,2.0,4,2,2.0,5,UBSH,Union Bankshares Corporation,25.0,Buy
71.16,2.0,3,2,1.0,11,ACIA,"Acacia Communications, Inc.",14.81,Buy
71.16,2.5,2,2,6,9,GGB,Gerdau S.A.,17.81,Buy
