Top of The Market Rating,Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
68.93,3,2,6,AMPH,"Amphastar Pharmaceuticals, Inc.",2.98,Buy
68.9,4,2,5,AER,Aercap Holdings N.V.,21.19,Buy
68.89,1,6,17,SA,"Seabridge Gold, Inc.",25.55,Buy
68.89,3,1,11,HMLP,Hoegh LNG Partners LP,11.11,Buy
68.89,2,2,3,DPS,"Dr Pepper Snapple Group, Inc",7.79,Hold
68.88,4,2,9,PDCE,"PDC Energy, Inc.",47.73,Buy
68.88,3,2,8,ARCO,Arcos Dorados Holdings Inc.,16.09,Buy
68.88,4,2,3,HOLX,"Hologic, Inc.",7.75,Buy
68.87,3,2,7,STWD,"STARWOOD PROPERTY TRUST, INC.",9.34,Buy
68.85,3,2,11,DYN,Dynegy Inc.,35.9,Buy
68.85,3,2,8,CLNS,"Colony NorthStar, Inc.",15.93,Buy
68.81,4,2,3,WLTW,Willis Towers Watson Public Limited Company,7.37,Buy
68.79,2,2,5,HTH,Hilltop Holdings Inc.,20.62,Hold
68.78,3,1,10,VRNS,"Varonis Systems, Inc.",3.9,Buy
68.75,3,2,17,VTL,"Vital Therapies, Inc.",239.62,Hold
68.75,2,6,17,IOVA,"Iovance Biotherapeutics, Inc.",151.97,Buy
68.75,3,2,17,ZFGN,"Zafgen, Inc.",128.57,Hold
68.75,3,2,17,OMED,"OncoMed Pharmaceuticals, Inc.",54.06,Hold
68.75,2,3,17,ITEK,Inotek Pharmaceuticals Corporation,50.09,Hold
68.75,3,2,10,XONE,The ExOne Company,28.77,Buy
68.75,3,2,9,SHLX,"Shell Midstream Partners, L.P.",22.08,Buy
68.75,1,2,17,ACH,Aluminum Corporation of China Limited,-79.88,Buy
68.74,3,2,8,GOOD,Gladstone Commercial Corporation,15.37,Buy
68.74,1,2,5,RAVN,"Raven Industries, Inc.",-4.62,Hold
68.72,3,2,8,SLG,SL Green Realty Corporation,15.28,Buy
68.71,3,1,11,CZR,Caesars Entertainment Corporation,10.24,Buy
68.69,4,1,9,LAND,Gladstone Land Corporation,21.79,Buy
68.68,3,1,11,PRTA,Prothena Corporation plc,10.05,Buy
68.66,2,3,5,ELS,"Equity Lifestyle Properties, Inc.",-5.05,Buy
68.65,2,2,3,DE,Deere & Company,6.56,Hold
68.57,2,2,4,FMBI,"First Midwest Bancorp, Inc.",12.85,Hold
68.57,3,2,5,INGN,"Inogen, Inc",-5.48,Buy
68.56,3,2,7,CORE,"Core-Mark Holding Company, Inc.",7.82,Buy
68.53,3,2,7,CIGI,Colliers International Group Inc. ,7.64,Buy
68.51,2,2,11,IDSY,"I.D. Systems, Inc.",9.2,Buy
68.49,3,2,6,PGTI,"PGT Innovations, Inc.",0.77,Buy
68.49,3,2,6,PGTI,"PGT Innovations, Inc.",0.77,Buy
68.48,4,2,6,FOXA,"Twenty-First Century Fox, Inc.",25.72,Buy
68.48,3,2,8,LIND,Lindblad Expeditions Holdings Inc. ,14.09,Buy
68.48,3,2,8,MTCH,"Match Group, Inc.",14.07,Buy
68.47,1,2,17,UN,Unilever NV,-1.14,Hold
68.46,1,3,3,UFCS,"United Fire Group, Inc",5.62,Hold
68.45,1,3,5,UBP,Urstadt Biddle Properties Inc.,18.92,Hold
68.45,4,2,4,BSX,Boston Scientific Corporation,12.24,Buy
68.44,4,1,12,SRPT,"Sarepta Therapeutics, Inc.",40.52,Buy
68.44,3,2,17,FMX,Fomento Economico Mexicano S.A.B. de C.V.,-1.24,Buy
68.42,3,2,10,EQT,EQT Corporation,27.11,Buy
68.41,3,1,11,RNG,"Ringcentral, Inc.",8.73,Buy
68.4,4,2,5,ACM,AECOM,18.68,Buy
68.34,3,2,1,BUSE,First Busey Corporation,16.68,Hold
68.34,3,2,8,SYF,Synchrony Financial,13.38,Buy
68.34,4,2,4,UGP,Ultrapar Participacoes S.A.,11.71,Buy
68.33,1,6,5,CFBK,Central Federal Corporation,1832.37,
68.33,1,6,5,BSF,"Bear State Financial, Inc.",862.08,
68.33,1,6,5,CSPI,CSP Inc.,521.41,
68.33,1,6,5,MNDO,MIND C.T.I. Ltd.,104.08,
68.33,1,6,5,EEI,"Ecology and Environment, Inc.",92,
68.33,1,6,5,HMNF,"HMN Financial, Inc.",76.14,
68.33,1,6,5,RMCF,"Rocky Mountain Chocolate Factory, Inc.",60,
68.33,1,6,5,MVC,"MVC Capital, Inc.",52.03,
68.33,4,2,8,KIRK,"Kirkland&#39;s, Inc.",38.31,Buy
68.33,4,2,6,WDC,Western Digital Corporation,24.97,Buy
68.32,3,2,10,PTEN,"Patterson-UTI Energy, Inc.",26.58,Buy
68.32,3,2,17,VSM,"Versum Materials, Inc.",-1.71,Buy
68.31,4,1,12,MDWD,MediWound Ltd.,39.86,Buy
68.31,3,2,7,MCD,McDonald&#39;s Corporation,6.55,Buy
68.31,3,2,6,GPT,Gramercy Property Trust,-0.1,Buy
68.3,3,2,7,OMCL,"Omnicell, Inc.",6.48,Buy
68.28,4,2,6,JACK,Jack In The Box Inc.,24.71,Buy
68.27,1,2,6,OME,Omega Protein Corporation,-0.31,Hold
68.26,3,2,8,CPN,Calpine Corporation,12.97,Buy
68.25,2,2,5,FAST,Fastenal Company,17.9,Hold
68.24,1,3,8,CECO,Career Education Corporation,37.86,Hold
68.24,2,2,2,LNT,Alliant Energy Corporation,-2.13,Hold
68.22,4,2,9,AGI,Alamos Gold Inc.,44.42,Buy
68.22,4,2,3,FIS,"Fidelity National Information Services, Inc.",4.44,Buy
68.2,2,2,6,CTB,Cooper Tire & Rubber Company,24.35,Hold
68.19,4,2,3,BKH,Black Hills Corporation,4.3,Buy
68.19,2,2,2,NOC,Northrop Grumman Corporation,-2.37,Hold
68.18,4,2,5,PZZA,"Papa John&#39;s International, Inc.",17.59,Buy
68.18,4,2,5,BCC,"Boise Cascade, L.L.C.",17.55,Buy
68.18,3,2,8,KHC,The Kraft Heinz Company,12.58,Buy
68.17,4,1,11,ESES,"Eco-Stim Energy Solutions, Inc.",32.53,Buy
68.17,3,2,11,ACIA,"Acacia Communications, Inc.",32.51,Buy
68.17,3,2,6,TRU,TransUnion,-0.84,Buy
68.16,1,3,4,BBY,"Best Buy Co., Inc.",10.82,Hold
68.14,4,2,3,AJG,Arthur J. Gallagher & Co.,4.01,Buy
68.13,3,2,9,HSC,Harsco Corporation,18.97,Buy
68.12,3,2,1,EME,"EMCOR Group, Inc.",15.62,Hold
68.11,3,2,12,FCEL,"FuelCell Energy, Inc.",38.89,Buy
68.08,3,3,17,VREX,Varex Imaging Corporation,22.3,Buy
68.08,3,2,17,PI,"Impinj, Inc.",-2.69,Buy
68.07,5,1,17,BTU,Peabody Energy Corporation,22.27,Buy
68.06,3,2,8,KEYS,Keysight Technologies Inc.,11.98,Buy
68.05,3,2,8,TKC,Turkcell Iletisim Hizmetleri AS,11.9,Buy
68.04,1,3,3,ORIT,Oritani Financial Corp.,3.55,Hold
68.04,3,2,6,KT,KT Corporation,-1.49,Buy
68.03,4,1,12,RST,Rosetta Stone,38.49,Buy
68.03,3,2,8,ENB,Enbridge Inc,11.83,Buy
68,4,2,10,AGTC,Applied Genetic Technologies Corporation,215.79,Buy
68,1,3,10,SYPR,"Sypris Solutions, Inc.",199.4,Hold
68,5,1,10,HCLP,Hi-Crush Partners LP,136.56,Buy
68,5,1,10,RSYS,RadiSys Corporation,105.08,Buy
68,1,3,10,PERI,Perion Network Ltd,94.44,Hold
68,4,2,10,OAS,Oasis Petroleum Inc.,86.92,Buy
68,1,6,10,BCOM,B Communications Ltd.,69.89,Buy
68,4,2,10,APC,Anadarko Petroleum Corporation,61.14,Buy
68,1,3,10,SMRT,"Stein Mart, Inc.",60,Hold
68,4,2,10,FTK,"Flotek Industries, Inc.",57.89,Buy
68,4,2,10,CLR,"Continental Resources, Inc.",56,Buy
67.99,3,2,7,MSI,"Motorola Solutions, Inc.",4.95,Buy
67.99,4,2,1,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",-10.03,Buy
67.98,3,2,9,NGVT,Ingevity Corporation,18.24,Buy
67.98,3,2,8,IMPV,"Imperva, Inc.",11.56,Buy
67.98,2,2,3,APH,Amphenol Corporation,3.22,Hold
67.94,3,1,11,EVRI,Everi Holdings Inc.,6.38,Buy
67.93,2,2,4,SYY,Sysco Corporation,9.63,Hold
67.93,1,3,3,SGU,"Star Gas Partners, L.P.",3,Hold
67.92,3,2,10,TMST,Timken Steel Corporation,24.61,Buy
67.92,3,2,8,VRTV,Veritiv Corporation,11.25,Buy
67.92,1,3,3,CTS,CTS Corporation,2.91,Hold
67.91,4,2,5,CVX,Chevron Corporation,16.22,Buy
67.9,1,2,7,UBNK,"United Financial Bancorp, Inc. ",4.51,Hold
67.9,4,1,5,SNC,"State National Companies, Inc.",-8.85,Buy
67.89,2,2,17,OKTA,"Okta, Inc.",21.55,Hold
67.89,3,2,8,RES,"RPC, Inc.",11.11,Buy
67.89,3,1,11,TDOC,"Teladoc, Inc.",6.1,Buy
67.86,3,2,7,PCTY,Paylocity Holding Corporation,4.3,Buy
67.85,3,2,11,LPG,Dorian LPG Ltd.,30.92,Buy
67.84,2,2,3,AWK,American Water Works,2.54,Hold
67.82,2,2,4,KLAC,KLA-Tencor Corporation,9.12,Hold
67.81,2,2,8,MBT,Mobile TeleSystems OJSC,35.71,Hold
67.81,1,2,8,NWS,News Corporation,10.73,Hold
67.81,2,2,3,HXL,Hexcel Corporation,2.36,Hold
67.76,4,2,3,MO,Altria Group,2.15,Buy
67.75,2,2,5,VMW,"Vmware, Inc.",15.42,Hold
67.75,1,3,3,KYO,Kyocera Corporation,2.1,Hold
67.73,5,1,8,LWAY,"Lifeway Foods, Inc.",35.34,Buy
67.72,3,2,8,CUB,Cubic Corporation,10.29,Buy
67.71,4,2,5,SERV,"ServiceMaster Global Holdings, Inc.",15.22,Buy
67.71,4,2,5,ISBC,"Investors Bancorp, Inc.",15.21,Buy
67.71,3,2,8,TRUE,"TrueCar, Inc.",10.22,Buy
67.7,4,2,5,INTC,Intel Corporation,15.17,Buy
67.7,3,2,7,SAR,Saratoga Investment Corp,3.5,Buy
67.7,3,2,7,ACIW,"ACI Worldwide, Inc.",3.48,Buy
67.69,2,2,5,GBX,"Greenbrier Companies, Inc. (The)",15.12,Hold
67.68,3,2,10,KBR,"KBR, Inc.",23.38,Buy
67.68,4,2,6,MWA,MUELLER WATER PRODUCTS,21.74,Buy
67.67,1,3,2,NEU,NewMarket Corporation,-4.97,Hold
67.66,2,2,8,DIN,"DineEquity, Inc",34.95,Hold
67.66,3,2,4,BFR,BBVA Banco Frances S.A.,33.31,Hold
67.66,2,2,5,DG,Dollar General Corporation,14.96,Hold
67.66,3,2,8,COT,Cott Corporation,9.97,Buy
67.65,1,3,4,SBSI,"Southside Bancshares, Inc.",8.26,Hold
67.64,3,2,11,ASPN,"Aspen Aerogels, Inc.",29.87,Buy
67.64,1,3,5,MCBC,Macatawa Bank Corporation,14.88,Hold
67.63,4,2,7,AMBA,"Ambarella, Inc.",28.15,Buy
67.63,3,2,8,SMI,Semiconductor  Manufacturing International Corporation,9.84,Buy
67.62,4,1,10,BDSI,"BioDelivery Sciences International, Inc.",23.08,Buy
67.62,1,3,17,MIRN,"Mirna Therapeutics, Inc.",20.48,Hold
67.62,3,2,8,MET,"MetLife, Inc.",9.79,Buy
67.62,2,3,8,LYG,Lloyds Banking Group Plc,9.75,Buy
67.62,2,2,4,PNFP,"Pinnacle Financial Partners, Inc.",8.11,Hold
67.62,4,2,4,PPG,"PPG Industries, Inc.",8.11,Buy
67.6,4,2,5,HBI,Hanesbrands Inc.,14.65,Buy
67.6,3,2,8,CMTL,Comtech Telecommunications Corp.,9.68,Buy
67.59,4,2,5,STLD,"Steel Dynamics, Inc.",14.64,Buy
67.59,3,2,6,REXR,"Rexford Industrial Realty, Inc.",-3.71,Buy
67.58,4,2,7,NUAN,"Nuance Communications, Inc.",27.91,Buy
67.56,1,2,8,VIA,Viacom Inc.,9.49,Hold
67.55,1,3,4,CZNC,Citizens & Northern Corp,7.76,Hold
67.54,2,2,3,AB,AllianceBernstein Holding L.P.,1.01,Hold
67.52,4,2,5,IRM,Iron Mountain Incorporated,14.29,Buy
67.51,3,1,12,FOLD,"Amicus Therapeutics, Inc.",10.86,Buy
67.49,1,3,2,BSET,"Bassett Furniture Industries, Incorporated",-5.88,Hold
67.48,4,2,8,TYPE,Monotype Imaging Holdings Inc.,34.05,Buy
67.48,3,2,8,MON,Monsanto Company,9.05,Buy
67.47,3,2,3,NSP,"Insperity, Inc.",25.69,Hold
67.45,3,2,8,CDOR,"Condor Hospitality Trust, Inc.",8.9,Buy
67.45,3,2,8,BT,BT Group plc,8.9,Buy
67.44,3,2,8,WLH,Lyon William Homes,8.88,Buy
67.43,3,1,11,PFPT,"Proofpoint, Inc.",3.84,Buy
67.41,3,2,9,BITA,Bitauto Holdings Limited,15.37,Buy
67.41,3,2,8,AMH,American Homes 4 Rent,8.7,Buy
67.4,5,1,5,MDSO,"Medidata Solutions, Inc.",13.67,Buy
67.4,4,2,4,FDUS,Fidus Investment Corporation,7.02,Buy
67.4,1,3,3,FCBC,"First Community Bancshares, Inc.",0.33,Hold
67.38,4,2,7,SSRI,Silver Standard Resources Inc.,26.9,Buy
67.37,3,2,8,SWFT,Swift Transportation Company,8.52,Buy
67.36,3,2,8,OA,"Orbital ATK, Inc.",8.47,Buy
67.36,2,2,3,RSG,"Republic Services, Inc.",0.15,Hold
67.35,4,2,5,LUK,Leucadia National Corporation,13.42,Buy
67.34,1,3,3,CHT,"Chunghwa Telecom Co., Ltd.",0.04,Hold
67.31,1,3,6,BWINB,"Baldwin & Lyons, Inc.",19.87,Hold
67.3,4,1,8,GLOG,GasLog LP.,8.19,Buy
67.29,2,2,3,ITW,Illinois Tool Works Inc.,-0.2,Hold
67.29,2,2,3,HSIC,"Henry Schein, Inc.",-0.23,Hold
67.28,3,1,12,NXRT,"NexPoint Residential Trust, Inc.",9.73,Buy
67.26,3,2,10,CRAY,Cray Inc,21.29,Buy
67.26,3,2,7,ENSG,"The Ensign Group, Inc.",1.32,Buy
67.21,2,2,11,JUNO,"Juno Therapeutics, Inc.",2.73,Buy
67.2,3,2,7,CCOI,"Cogent Communications Holdings, Inc.",1.01,Buy
67.2,3,2,5,HTHT,"China Lodging Group, Limited",-12.31,Buy
67.18,4,2,6,ENBL,"Enable Midstream Partners, LP",19.21,Buy
67.18,3,2,8,DXC,DXC Technology Company,7.58,Buy
67.18,3,2,8,ZG,"Zillow Group, Inc.",7.55,Buy
67.17,3,2,5,BRSS,"Global Brass and Copper Holdings, Inc.",37.5,Hold
67.17,5,1,17,ANFI,Amira Nature Foods Ltd,18.69,Buy
67.16,4,2,7,SBNY,Signature Bank,25.81,Buy
67.16,2,2,3,ES,Eversource Energy,-0.88,Hold
67.15,2,2,11,FIVN,"Five9, Inc.",2.4,Buy
67.15,2,2,3,ANET,"Arista Networks, Inc.",-0.93,Hold
67.14,4,2,5,MRCC,Monroe Capital Corporation,12.36,Buy
67.14,3,2,8,STRL,Sterling Construction Company Inc,7.36,Buy
67.13,3,2,8,RCM,R1 RCM Inc.,40.17,
67.12,1,3,4,AROW,Arrow Financial Corporation,5.59,Hold
67.12,2,2,3,XYL,Xylem Inc.,-1.08,Hold
67.11,2,2,5,BPOP,"Popular, Inc.",12.21,Hold
67.11,2,2,3,AMTD,TD Ameritrade Holding Corporation,-1.13,Hold
67.08,3,2,9,SXC,"SunCoke Energy, Inc.",13.74,Buy
67.08,1,3,5,ABDC,Alcentra Capital Corp.,12.09,Hold
67.08,1,2,7,BIDU,"Baidu, Inc.",0.42,Hold
67.05,3,2,11,MODN,"Model N, Inc.",26.92,Buy
67.05,3,1,10,BPMC,Blueprint Medicines Corporation,-4.73,Buy
67.04,2,2,3,ODFL,"Old Dominion Freight Line, Inc.",-1.49,Hold
67.03,1,3,8,OFG,OFG Bancorp,31.84,Hold
67.03,4,2,5,POL,PolyOne Corporation,11.8,Buy
67.03,3,2,8,MSG,MSG Networks Inc.,6.82,Buy
67.03,3,2,8,MSG,MSG Networks Inc.,6.82,Buy
67.02,3,2,6,CXW,"CoreCivic, Inc.",26.43,
67.02,3,2,8,AGN,Allergan plc.,6.79,Buy
67.02,4,2,4,NKE,"Nike, Inc.",5.09,Buy
67.01,3,2,11,P,"Pandora Media, Inc.",26.72,Buy
67.01,3,2,8,EQIX,"Equinix, Inc.",6.7,Buy
67.01,3,2,7,RGLD,"Royal Gold, Inc.",0.04,Buy
67,3,2,7,SUP,"Superior Industries International, Inc.",54.23,Hold
67,4,2,17,CPS,Cooper-Standard Holdings Inc.,17.98,Buy
67,3,2,9,BOOM,DMC Global Inc.,13.31,Buy
67,3,2,4,SMP,"Standard Motor Products, Inc.",12.98,Outperform
67,3,1,11,NOW,"ServiceNow, Inc.",1.67,Buy
67,3,2,6,KALU,Kaiser Aluminum Corporation,-6.66,Buy
66.99,3,2,9,TWI,"Titan International, Inc.",13.26,Buy
66.99,3,2,8,LOB,"Live Oak Bancshares, Inc.",6.64,Buy
66.98,3,2,11,AMBR,"Amber Road, Inc.",26.58,Buy
66.98,3,2,11,MMYT,MakeMyTrip Limited,26.56,Buy
66.97,3,2,17,MRTX,"Mirati Therapeutics, Inc.",42.86,Hold
66.97,3,2,10,TI,Telecom Italia S.P.A.,19.83,Buy
66.97,1,6,17,DVMT,Dell Technologies Inc.,17.87,Buy
66.97,2,2,3,ESS,"Essex Property Trust, Inc.",-1.83,Hold
66.96,2,2,5,HOPE,"Hope Bancorp, Inc.",11.48,Hold
66.95,5,1,9,SHPG,Shire plc,38.08,Buy
66.93,3,2,9,ESIO,"Electro Scientific Industries, Inc.",12.99,Buy
66.92,4,2,5,AL,Air Lease Corporation,11.25,Buy
66.92,1,3,4,TRST,TrustCo Bank Corp NY,4.58,Hold
66.9,2,2,4,JPM,J P Morgan Chase & Co,4.52,Hold
66.89,3,2,9,ZAYO,"Zayo Group Holdings, Inc.",12.8,Buy
66.89,1,3,1,BANF,BancFirst Corporation,-15.56,Hold
66.88,3,2,1,CPF,CPB Inc.,9.4,Hold
66.87,4,2,5,TER,"Teradyne, Inc.",11.02,Buy
66.85,4,2,5,MGPI,"MGP Ingredients, Inc.",10.9,Buy
66.81,3,2,8,DKL,"Delek Logistics Partners, L.P.",5.71,Buy
66.8,3,2,9,CSII,"Cardiovascular Systems, Inc.",12.32,Buy
66.79,3,2,8,QADA,QAD Inc.,5.6,Buy
66.78,1,3,8,DGICB,"Donegal Group, Inc.",30.58,Hold
66.77,3,2,8,ALRM,"Alarm.com Holdings, Inc.",5.54,Buy
66.77,2,2,4,ETN,"Eaton Corporation, PLC",3.84,Hold
66.75,1,3,6,SYX,Systemax Inc.,17.08,Hold
66.75,1,3,2,FOXF,Fox Factory Holding Corp.,-9.57,Hold
66.74,1,6,17,ITCB,Ita? CorpBanca,16.96,Buy
66.73,3,2,8,SPXC,SPX Corporation,5.3,Buy
66.73,3,1,8,BZUN,Baozun Inc.,-19.7,Buy
66.7,1,3,5,AKO.A,Embotelladora Andina S.A.,10.15,Hold
66.7,1,3,4,GSBC,"Great Southern Bancorp, Inc.",3.51,Hold
66.7,1,3,3,SAFM,"Sanderson Farms, Inc.",-3.17,Hold
66.69,3,1,12,INST,"Instructure, Inc.",6.8,Buy
66.68,3,1,9,TRUP,"Trupanion, Inc.",-13.29,Buy
66.67,1,6,17,TOPS,TOP Ships Inc.,80769130.77,
66.67,1,6,17,RNVA,"Rennova Health, Inc.",168030.87,
66.67,1,6,17,MBOT,Microbot Medical Inc. ,26900,
66.67,1,6,17,APEN,"Apollo Endosurgery, Inc.",13561.29,
66.67,1,6,17,ATOS,Atossa Genetics Inc.,4212.5,
66.67,1,6,17,DFFN,Diffusion Pharmaceuticals Inc.,2627.27,
66.67,1,6,17,ALT,"Altimmune, Inc.",2319.35,
66.67,1,6,17,MNGA,MagneGas Corporation,2319.35,
66.67,1,6,17,PRPO,"Precipio, Inc.",1750.22,
66.67,1,6,17,ORPN,Bioblast Pharma Ltd.,1729.27,
66.67,1,6,17,NEOT,"Neothetics, Inc.",1544.17,
66.67,1,6,17,ROSG,Rosetta Genomics Ltd.,1503.05,
66.67,1,6,17,CNIT,"China Information Technology, Inc.",1466.46,
66.67,1,6,17,FTFT,Future FinTech Group Inc.,1285.28,
66.67,3,3,17,GALE,"Galena Biopharma, Inc.",1271.51,
66.67,1,6,17,AEMD,"Aethlon Medical, Inc.",1162.14,
66.67,1,6,17,XTLB,XTL Biopharmaceuticals Ltd.,787.57,
66.67,1,6,17,PTX,"Pernix Therapeutics Holdings, Inc.",774.64,
66.67,1,6,17,MVO,MV Oil Trust,687.55,
66.67,1,6,17,GENE,Genetic Technologies Ltd,664.29,
66.67,1,6,17,TPIV,TapImmune Inc.,650,
66.67,1,6,11,SRNE,"Sorrento Therapeutics, Inc.",607.32,Buy
66.67,1,6,17,ABIO,"ARCA biopharma, Inc.",580.41,
66.67,1,6,17,PRAN,Prana Biotechnology Ltd,556.92,
66.67,1,6,17,JMEI,Jumei International Holding Limited,516.74,
66.67,1,6,6,GURE,"Gulf Resources, Inc.",468.18,
66.67,1,6,17,XNY,China Xiniya Fashion Limited,463.27,
66.67,1,6,17,TRCH,"Torchlight Energy Resources, Inc.",447.95,
66.67,1,6,17,MBRX,"Moleculin Biotech, Inc.",384.82,
66.67,1,6,17,IMRN,Immuron Limited,373.66,
66.67,1,6,17,OSG,"Overseas Shipholding Group, Inc.",364.29,
66.67,1,6,11,SYMX,"Synthesis Energy Systems, Inc.",354.55,Buy
66.67,1,6,17,RTK,"Rentech, Inc.",324.38,
66.67,1,6,17,CHKR,Chesapeake Granite Wash Trust,316.67,
66.67,1,6,17,CERC,Cerecor Inc.,300.05,
66.67,1,6,17,LLIT,Lianluo Smart Limited,271.62,
66.67,4,2,11,BIOA,BioAmber Inc.,219.63,Buy
66.67,4,2,11,KONA,"Kona Grill, Inc.",214.81,Buy
66.67,1,6,17,DSWL,"Deswell Industries, Inc.",212.51,
66.67,1,3,11,IMI,"Intermolecular, Inc.",212.5,Hold
66.67,1,6,17,UONEK,"Urban One, Inc. ",200,
66.67,1,6,17,NCTY,The9 Limited,196.61,
66.67,1,6,17,ROSE,Rosehill Resources Inc.,188.75,
66.67,1,6,17,UONE,"Urban One, Inc. ",185.71,
66.67,1,6,17,BNSO,"Bonso Electronics International, Inc.",182.53,
66.67,1,6,17,AMCN,AirMedia Group Inc,179.35,
66.67,1,6,17,AHC,A.H. Belo Corporation,159.26,
66.67,1,6,6,MSB,Mesabi Trust,140.88,
66.67,6,6,17,QPAC,Quinpario Acquisition Corp. 2,140.76,Buy
66.67,1,6,17,BNTC,Benitec Biopharma Limited,124.5,
66.67,1,6,17,NYMX,Nymox Pharmaceutical Corporation,123.88,
66.67,1,6,17,LFVN,Lifevantage Corporation,121.95,
66.67,4,2,11,CLDX,"Celldex Therapeutics, Inc.",111.86,Buy
66.67,1,6,17,XBIT,XBiotech Inc.,108.33,
66.67,1,6,17,SDR,SandRidge Mississippian Trust II,102.7,
66.67,1,6,17,OTEL,Otelco Inc.,102.61,
66.67,1,6,17,LORL,"Loral Space and Communications, Inc.",99.33,
66.67,1,6,6,NC,"NACCO Industries, Inc.",93.79,
66.67,1,6,17,OGXI,OncoGenex Pharmaceuticals Inc.,92.97,
66.67,4,2,11,NLNK,NewLink Genetics Corporation,92.84,Buy
66.67,1,6,17,RTNB,"root9B Holdings, Inc. ",90.68,
66.67,1,6,17,AZRX,"AzurRx BioPharma, Inc.",84.21,
66.67,1,6,17,TELL,Tellurian Inc.,77.58,
66.67,1,6,11,XRM,"Xerium Technologies, Inc.",76.15,Buy
66.67,1,5,17,CHMA,"Chiasma, Inc.",75.44,Sell
66.67,4,2,11,TGA,Transglobe Energy Corp,71.91,Buy
66.67,1,3,11,MIND,"Mitcham Industries, Inc.",69.49,Hold
66.67,1,6,17,PER,SandRidge Permian Trust,69.49,
66.67,4,2,11,OTIC,"Otonomy, Inc.",69.31,Buy
66.67,4,2,11,PDS,Precision Drilling Corporation,64.47,Buy
66.67,1,6,6,ALOT,"AstroNova, Inc.",64.29,
66.67,2,2,11,CFMS,"ConforMIS, Inc.",60.94,Hold
66.67,3,3,11,ACTG,Acacia Research Corporation,60.49,Buy
66.67,4,2,11,NBR,Nabors Industries Ltd.,59.3,Buy
66.67,4,2,11,HLX,"Helix Energy Solutions Group, Inc.",58.17,Buy
66.67,5,1,11,ARRY,Array BioPharma Inc.,57.77,Buy
66.67,4,2,11,GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,55.79,Buy
66.67,1,6,17,BVXV,BiondVax Pharmaceuticals Ltd.,52.75,
66.67,1,6,17,RILY,"B. Riley Financial, Inc.",51.13,
66.67,4,2,11,NFX,Newfield Exploration Company,51,Buy
66.67,1,3,6,BWINA,"Baldwin & Lyons, Inc.",0,Hold
66.67,1,6,1,EBTC,Enterprise Bancorp Inc,0,
66.67,1,6,1,OVLY,Oak Valley Bancorp (CA),0,
66.67,1,6,1,UNB,"Union Bankshares, Inc.",0,
66.67,1,6,17,JHS,John Hancock Income Securities Trust,0,Buy
66.66,3,2,8,RDWR,Radware Ltd.,4.98,Buy
66.66,2,2,4,TSE,Trinseo S.A.,3.3,Hold
66.65,3,2,8,KNOP,KNOT Offshore Partners LP,4.93,Buy
66.65,1,3,3,KBH,KB Home,-3.43,Hold
66.64,3,2,8,GNBC,"Green Bancorp, Inc.",4.87,Buy
66.62,3,2,12,RPD,"Rapid7, Inc.",31.42,Buy
66.62,2,2,5,CBT,Cabot Corporation,9.77,Hold
66.61,4,2,8,FC,Franklin Covey Company,29.73,Buy
66.6,3,2,8,HEES,"H&E Equipment Services, Inc.",4.68,Buy
66.6,3,2,8,GIL,"Gildan Activewear, Inc.",4.65,Buy
66.58,2,3,5,EGOV,NIC Inc.,34.56,Hold
66.58,1,3,4,KELYB,"Kelly Services, Inc.",2.91,Hold
66.57,4,2,17,WIX,Wix.com Ltd.,16.28,Buy
66.56,3,2,8,EHTH,"eHealth, Inc.",4.49,Buy
66.56,3,2,8,JD,"JD.com, Inc.",4.46,Buy
66.56,3,2,6,YY,YY Inc.,-8.86,Buy
66.54,4,2,11,NMM,Navios Maritime Partners LP,49.37,Buy
66.54,4,2,9,NR,"Newpark Resources, Inc.",36.05,Buy
66.52,4,2,11,ATEN,"A10 Networks, Inc.",49.25,Buy
66.52,3,2,8,SHEN,Shenandoah Telecommunications Co,37.76,Outperform
66.5,4,2,5,COF,Capital One Financial Corporation,9.17,Buy
66.49,3,3,4,NVEC,NVE Corporation,2.46,Buy
66.49,4,2,4,WTR,"Aqua America, Inc.",2.43,Buy
66.48,2,2,17,FBK,FB Financial Corporation,15.91,Hold
66.47,1,6,5,NBN,Northeast Bancorp,9,Buy
66.47,3,2,8,AGR,"Avangrid, Inc.",4.03,Buy
66.46,2,2,5,URI,"United Rentals, Inc.",8.96,Hold
66.46,4,1,8,KTWO,"K2M Group Holdings, Inc.",3.96,Buy
66.45,1,6,5,WILC,"G. Willi-Food International,  Ltd.",42.45,
66.44,3,2,10,LLNW,"Limelight Networks, Inc.",17.19,Buy
66.44,1,2,9,ABY,Atlantica Yield plc,10.52,Hold
66.43,3,2,17,AVID,"Avid Technology, Inc.",40.71,Hold
66.43,4,2,8,MIK,"The Michaels Companies, Inc.",28.81,Buy
66.43,3,2,11,CNXC,CNX Coal Resources LP,23.84,Buy
66.42,3,2,11,GOGO,Gogo Inc.,23.76,Buy
66.42,2,2,5,LEN,Lennar Corporation,8.76,Hold
66.41,3,2,11,TBPH,"Theravance Biopharma, Inc.",23.73,Buy
