MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,$2.3B
AFAM,Almost Family Inc,Health Care,$843.34M
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,$7.15B
AOSL,Alpha and Omega Semiconductor Limited,Technology,$388.73M
GOOG,Alphabet Inc.,Technology,$627.2B
GOOGL,Alphabet Inc.,Technology,$641.73B
SMCP,AlphaMark Actively Managed Small Cap ETF,n/a,$26.28M
ATEC,"Alphatec Holdings, Inc.",Health Care,$19.54M
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,n/a,$6.74M
AABA,Altaba Inc.,Technology,$48.79B
ALT,"Altimmune, Inc.",Health Care,$2.06M
ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,$391.32M
AIMC,Altra Industrial Motion Corp.,Capital Goods,$1.14B
AMAG,"AMAG Pharmaceuticals, Inc.",Health Care,$664.11M
AMRN,Amarin Corporation plc,Health Care,$1.15B
AMRK,"A-Mark Precious Metals, Inc.",Basic Industries,$116.93M
AYA,Amaya Inc.,Technology,$2.52B
AMZN,"Amazon.com, Inc.",Consumer Services,$461.31B
AMBC,"Ambac Financial Group, Inc.",Finance,$782.46M
AMBCW,"Ambac Financial Group, Inc.",Finance,n/a
AMBA,"Ambarella, Inc.",Technology,$1.63B
AMCX,AMC Networks Inc.,Consumer Services,$3.55B
DOX,Amdocs Limited,Technology,$9.36B
AMDA,Amedica Corporation,Health Care,$14.24M
AMED,Amedisys Inc,Health Care,$2.04B
UHAL,Amerco,Consumer Services,$6.98B
ATAX,"America First Multifamily Investors, L.P.",Finance,$355.49M
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,$51.59B
AAL,"American Airlines Group, Inc.",Transportation,$25.64B
ACSF,"American Capital Senior Floating, Ltd.",n/a,$129.5M
AETI,"American Electric Technologies, Inc.",Energy,$14.43M
AMNB,"American National Bankshares, Inc.",Finance,$319.2M
ANAT,American National Insurance Company,Finance,$3.11B
AOBC,American Outdoor Brands Corporation,Capital Goods,$1.19B
APEI,"American Public Education, Inc.",Consumer Services,$362.02M
ARII,"American Railcar Industries, Inc.",Capital Goods,$721.37M
AMRB,American River Bankshares,Finance,$93.03M
AMSWA,"American Software, Inc.",Technology,$294.41M
AMSC,American Superconductor Corporation,Consumer Durables,$86.94M
AMWD,American Woodmark Corporation,Basic Industries,$1.57B
CRMT,"America&#39;s Car-Mart, Inc.",Consumer Durables,$284.88M
ABCB,Ameris Bancorp,Finance,$1.82B
AMSF,"AMERISAFE, Inc.",Finance,$1.06B
ASRV,AmeriServ Financial Inc.,Finance,$74.21M
ASRVP,AmeriServ Financial Inc.,Finance,n/a
ATLO,Ames National Corporation,Finance,$283.05M
AMGN,Amgen Inc.,Health Care,$126.28B
FOLD,"Amicus Therapeutics, Inc.",Health Care,$1.51B
AMKR,"Amkor Technology, Inc.",Technology,$2.33B
AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,$819.17M
IBUY,Amplify Online Retail ETF,n/a,n/a
ASYS,"Amtech Systems, Inc.",Technology,$112.86M
AFSI,"AmTrust Financial Services, Inc.",Finance,$2.88B
AMRS,"Amyris, Inc.",Basic Industries,$63.73M
ADI,"Analog Devices, Inc.",Technology,$28.38B
ALOG,Analogic Corporation,Capital Goods,$884.16M
ANAB,"AnaptysBio, Inc.",Health Care,$490.52M
AVXL,Anavex Life Sciences Corp.,Health Care,$223.84M
ANCB,Anchor Bancorp,Finance,$63.37M
ANDA,Andina Acquisition Corp. II,Finance,$53.84M
ANDAR,Andina Acquisition Corp. II,Finance,n/a
ANDAU,Andina Acquisition Corp. II,Finance,n/a
ANDAW,Andina Acquisition Corp. II,Finance,n/a
ANGI,"Angie&#39;s List, Inc.",Consumer Services,$758.51M
ANGO,"AngioDynamics, Inc.",Health Care,$582.37M
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,$547.24M
ANIK,Anika Therapeutics Inc.,Health Care,$725.99M
ANSS,"ANSYS, Inc.",Technology,$10.34B
ATRS,"Antares Pharma, Inc.",Health Care,$477.13M
ANTH,"Anthera Pharmaceuticals, Inc.",Health Care,$15.93M
ABAC,"Aoxin Tianli Group, Inc.",Consumer Non-Durables,$17.88M
APOG,"Apogee Enterprises, Inc.",Capital Goods,$1.58B
APEN,"Apollo Endosurgery, Inc.",Health Care,$83.81M
AINV,Apollo Investment Corporation,n/a,$1.41B
APPF,"AppFolio, Inc.",Technology,$1.07B
APPN,Appian Corporation,Technology,$1.03B
AAPL,Apple Inc.,Technology,$744.17B
ARCI,"Appliance Recycling Centers of America, Inc.",Consumer Services,$5.02M
APDN,Applied DNA Sciences Inc,Consumer Services,$46.38M
APDNW,Applied DNA Sciences Inc,Consumer Services,n/a
AGTC,Applied Genetic Technologies Corporation,Health Care,$91.32M
AMAT,"Applied Materials, Inc.",Technology,$45.25B
AAOI,"Applied Optoelectronics, Inc.",Technology,$1.17B
AREX,Approach Resources Inc.,Energy,$254.54M
APTI,"Apptio, Inc.",Technology,$663.94M
APRI,"Apricus Biosciences, Inc.",Health Care,$14.3M
APVO,Aptevo Therapeutics Inc.,Health Care,$40.7M
APTO,"Aptose Biosciences, Inc.",Health Care,$30.3M
AQMS,"Aqua Metals, Inc.",Basic Industries,$239.89M
AQB,"AquaBounty Technologies, Inc.",n/a,$66.45M
AQXP,"Aquinox Pharmaceuticals, Inc.",Health Care,$339.17M
ARDM,Aradigm Corporation,Health Care,$19.04M
ARLZ,Aralez Pharmaceuticals Inc.,Health Care,$90.89M
PETX,"Aratana Therapeutics, Inc.",Health Care,$307.14M
ABUS,Arbutus Biopharma Corporation,Health Care,$209.09M
ARCW,"ARC Group Worldwide, Inc.",Capital Goods,$49.06M
ABIO,"ARCA biopharma, Inc.",Health Care,$22.64M
RKDA,"Arcadia Biosciences, Inc.",Basic Industries,$17.49M
ARCB,ArcBest Corporation,Transportation,$536.09M
ACGL,Arch Capital Group Ltd.,Finance,$12.31B
ACGLP,Arch Capital Group Ltd.,Finance,n/a
APLP,"Archrock Partners, L.P.",Public Utilities,$946.9M
ARDX,"Ardelyx, Inc.",Health Care,$241.67M
ARNA,"Arena Pharmaceuticals, Inc.",Health Care,$57.11M
ARCC,Ares Capital Corporation,n/a,$7.03B
ARGX,argenx SE,Health Care,$410.58M
AGII,"Argo Group International Holdings, Ltd.",Finance,$1.83B
AGIIL,"Argo Group International Holdings, Ltd.",Finance,n/a
ARGS,"Argos Therapeutics, Inc.",Health Care,$15.07M
ARIS,"ARI Network Services, Inc.",Technology,$118.36M
ARKR,Ark Restaurants Corp.,Consumer Services,$83.58M
ARTX,Arotech Corporation,Miscellaneous,$97.78M
ARQL,"ArQule, Inc.",Health Care,$92.49M
ARRY,Array BioPharma Inc.,Health Care,$1.49B
ARRS,ARRIS International plc,Technology,$5.16B
DWAT,Arrow DWA Tactical ETF,n/a,$7.6M
AROW,Arrow Financial Corporation,Finance,$426.75M
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Care,$119.64M
ARTNA,Artesian Resources Corporation,Public Utilities,$340.41M
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",Capital Goods,$12.68M
ASBB,"ASB Bancorp, Inc.",Finance,$166.29M
ASNA,"Ascena Retail Group, Inc.",Consumer Services,$395.93M
ASND,Ascendis Pharma A/S,Health Care,$898.7M
ASCMA,"Ascent Capital Group, Inc.",Consumer Services,$193.21M
APWC,Asia Pacific Wire & Cable Corporation Limited,Basic Industries,$42.15M
ASML,ASML Holding N.V.,Technology,$56.42B
AZPN,"Aspen Technology, Inc.",Technology,$4.12B
ASMB,"Assembly Biosciences, Inc.",Health Care,$358.72M
ASFI,"Asta Funding, Inc.",Finance,$50.2M
ASTE,"Astec Industries, Inc.",Capital Goods,$1.25B
ATRO,Astronics Corporation,Capital Goods,$881.82M
ALOT,"AstroNova, Inc.",Technology,$87.82M
ASTC,Astrotech Corporation,Capital Goods,$19.33M
ASUR,Asure Software Inc,Technology,$174.01M
ASV,"ASV Holdings, Inc.",Capital Goods,$81.24M
ATAI,ATA Inc.,Consumer Services,$110.78M
ATRA,"Atara Biotherapeutics, Inc.",Health Care,$429.36M
ATHN,"athenahealth, Inc.",Miscellaneous,$5.51B
ATNX,"Athenex, Inc.",Health Care,$997.02M
ATHX,"Athersys, Inc.",Health Care,$191.46M
AAPC,Atlantic Alliance Partnership Corp.,Consumer Services,$38.35M
AAME,Atlantic American Corporation,Finance,$75.53M
ACBI,"Atlantic Capital Bancshares, Inc.",Finance,$487.28M
ACFC,Atlantic Coast Financial Corporation,Finance,$120.39M
ABY,Atlantica Yield plc,Public Utilities,$2.04B
ATLC,Atlanticus Holdings Corporation,Finance,$41.7M
AAWW,Atlas Air Worldwide Holdings,Transportation,$1.39B
AFH,"Atlas Financial Holdings, Inc.",Finance,$168.43M
AFHBL,"Atlas Financial Holdings, Inc.",Finance,n/a
TEAM,Atlassian Corporation Plc,Technology,$7.81B
ATNI,"ATN International, Inc.",Public Utilities,$1.06B
ATOM,Atomera Incorporated,Technology,$52.41M
ATOS,Atossa Genetics Inc.,Health Care,$3.13M
ATRC,"AtriCure, Inc.",Health Care,$806.23M
ATRI,Atrion Corporation,Health Care,$1.21B
ATTU,Attunity Ltd.,Technology,$117.11M
LIFE,"aTyr Pharma, Inc.",Health Care,$79.75M
AUBN,"Auburn National Bancorporation, Inc.",Finance,$132.44M
BOLD,"Audentes Therapeutics, Inc.",Health Care,$540.95M
AUDC,AudioCodes Ltd.,Public Utilities,$200.95M
AUPH,Aurinia Pharmaceuticals Inc,Health Care,$523.93M
EARS,Auris Medical Holding AG,Health Care,$36.98M
ABTL,Autobytel Inc.,Technology,$132.75M
ADSK,"Autodesk, Inc.",Technology,$22.49B
ADP,"Automatic Data Processing, Inc.",Technology,$46.28B
AVDL,Avadel Pharmaceuticals plc,Health Care,$446.96M
ATXI,"Avenue Therapeutics, Inc.",Health Care,$68.96M
AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,$268.18M
AVXS,"AveXis, Inc.",Health Care,$2.48B
AVNW,"Aviat Networks, Inc.",Technology,$96.37M
AVID,"Avid Technology, Inc.",Technology,$209.68M
AVGR,"Avinger, Inc.",Health Care,$11.72M
AVIR,"Aviragen Therapeutics, Inc.",Health Care,$25.84M
CAR,"Avis Budget Group, Inc.",Consumer Services,$2.29B
AHPA,Avista Healthcare Public Acquisition Corp.,Finance,$379.75M
AHPAU,Avista Healthcare Public Acquisition Corp.,Finance,n/a
AHPAW,Avista Healthcare Public Acquisition Corp.,Finance,n/a
AWRE,"Aware, Inc.",Technology,$110.83M
AXAR,Axar Acquisition Corp.,Finance,$83.79M
AXARU,Axar Acquisition Corp.,Finance,n/a
AXARW,Axar Acquisition Corp.,Finance,n/a
ACLS,"Axcelis Technologies, Inc.",Technology,$644.05M
AXGN,"AxoGen, Inc.",Health Care,$531.18M
AAXN,"Axon Enterprise, Inc.",Capital Goods,$1.32B
AXSM,"Axsome Therapeutics, Inc.",Health Care,$125.11M
AXTI,AXT Inc,Technology,$244.99M
AZRX,"AzurRx BioPharma, Inc.",Health Care,$42.03M
BCOM,B Communications Ltd.,Consumer Services,$528.74M
RILY,"B. Riley Financial, Inc.",Miscellaneous,$442.9M
RILYL,"B. Riley Financial, Inc.",Miscellaneous,n/a
RILYZ,"B. Riley Financial, Inc.",Miscellaneous,n/a
BOSC,B.O.S. Better Online Solutions,Technology,$5.66M
BIDU,"Baidu, Inc.",Technology,$63.06B
BCPC,Balchem Corporation,Basic Industries,$2.43B
BWINA,"Baldwin & Lyons, Inc.",Finance,$352.08M
BWINB,"Baldwin & Lyons, Inc.",Finance,$367.03M
BLDP,"Ballard Power Systems, Inc.",Energy,$490.47M
BANF,BancFirst Corporation,Finance,$1.56B
BANFP,BancFirst Corporation,Finance,$27M
BCTF,"Bancorp 34, Inc.",Finance,$48.13M
BKMU,Bank Mutual Corporation,Finance,$429.47M
BOCH,Bank of Commerce Holdings (CA),Finance,$180.48M
BMRC,Bank of Marin Bancorp,Finance,$387.69M
BMLP,Bank Of Montreal,Finance,n/a
BKSC,Bank of South Carolina Corp.,Finance,$95.7M
BOTJ,"Bank of the James Financial Group, Inc.",Finance,$65.68M
OZRK,Bank of the Ozarks,Finance,$6.06B
BFIN,BankFinancial Corporation,Finance,$273.3M
BWFG,"Bankwell Financial Group, Inc.",Finance,$241.57M
BANR,Banner Corporation,Finance,$1.86B
BZUN,Baozun Inc.,Consumer Services,$1.32B
TAPR,Barclays Inverse US Treasury Composite ETN,Finance,$16.17M
BHAC,Barington/Hilco Acquisition Corp.,Finance,$48.45M
BHACR,Barington/Hilco Acquisition Corp.,Finance,n/a
BHACU,Barington/Hilco Acquisition Corp.,Finance,n/a
BHACW,Barington/Hilco Acquisition Corp.,Finance,n/a
BBSI,"Barrett Business Services, Inc.",Technology,$414.07M
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,$423.62M
BYBK,"Bay Bancorp, Inc.",Finance,$76.62M
BV,"Bazaarvoice, Inc.",Technology,$387.72M
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,$170.08M
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,$2.9B
BSF,"Bear State Financial, Inc.",Finance,$357.68M
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,$285.48M
BEBE,"bebe stores, inc.",Consumer Non-Durables,$49.13M
BBBY,Bed Bath & Beyond Inc.,Consumer Services,$4.29B
BGNE,"BeiGene, Ltd.",Health Care,$2.65B
BELFA,Bel Fuse Inc.,Capital Goods,$248.69M
BELFB,Bel Fuse Inc.,Capital Goods,$300.95M
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,$47.23M
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,$386.98M
BNCL,"Beneficial Bancorp, Inc.",Finance,$1.13B
BNFT,"Benefitfocus, Inc.",Technology,$1.07B
BNTC,Benitec Biopharma Limited,Health Care,$20.21M
BNTCW,Benitec Biopharma Limited,Health Care,n/a
BYSI,"BeyondSpring, Inc.",Health Care,$1.02B
BGCP,"BGC Partners, Inc.",Finance,$3.61B
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,$283.57M
BASI,"Bioanalytical Systems, Inc.",Health Care,$13.59M
ORPN,Bioblast Pharma Ltd.,Health Care,$10.05M
BIOC,"Biocept, Inc.",Health Care,$36.71M
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,$455.98M
BDSI,"BioDelivery Sciences International, Inc.",Health Care,$154.91M
BIIB,Biogen Inc.,Health Care,$57.69B
BIOL,"Biolase, Inc.",Health Care,$62.26M
BLFS,"BioLife Solutions, Inc.",Health Care,$37.15M
BLRX,BioLineRx Ltd.,Health Care,$78.49M
BMRN,BioMarin Pharmaceutical Inc.,Health Care,$15.72B
BMRA,"Biomerica, Inc.",Health Care,$22.51M
BVXV,BiondVax Pharmaceuticals Ltd.,Health Care,$34.04M
BVXVW,BiondVax Pharmaceuticals Ltd.,Health Care,n/a
BPTH,"Bio-Path Holdings, Inc.",Health Care,$35.39M
BIOP,"Bioptix, Inc",Health Care,$21.1M
BIOS,"BioScrip, Inc.",Health Care,$320.87M
BBC,BioShares Biotechnology Clinical Trials Fund,n/a,$24.53M
BBP,BioShares Biotechnology Products Fund,n/a,$39.83M
BSTC,BioSpecifics Technologies Corp,Health Care,$361.59M
BSTG,"Biostage, Inc.",Health Care,$15.25M
BSPM,"Biostar Pharmaceuticals, Inc.",Health Care,$3.94M
TECH,Bio-Techne Corp,Health Care,$4.33B
BEAT,"BioTelemetry, Inc.",Health Care,$929.86M
BIVV,Bioverativ Inc.,Health Care,$6.62B
BCACU,Bison Capital Acquisition Corp.,Finance,n/a
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,$772.87M
BBOX,Black Box Corporation,Technology,$119.39M
BDE,"Black Diamond, Inc.",Consumer Non-Durables,$196.58M
BLKB,"Blackbaud, Inc.",Technology,$4.09B
BBRY,BlackBerry Limited,Public Utilities,$5.16B
HAWK,"Blackhawk Network Holdings, Inc.",Finance,$2.41B
BL,"BlackLine, Inc.",Technology,$1.85B
BKCC,BlackRock Capital Investment Corporation,n/a,$549.91M
ADRA,BLDRS Asia 50 ADR Index Fund,n/a,$21.54M
ADRD,BLDRS Developed Markets 100 ADR Index Fund,n/a,$59.84M
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,n/a,$137.95M
ADRU,BLDRS Europe 100 ADR Index Fund,n/a,$13.91M
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,$2.12B
BCOR,"Blucora, Inc.",Technology,$868.19M
BLBD,Blue Bird Corporation,Capital Goods,$401.74M
BUFF,"Blue Buffalo Pet Products, Inc.",Consumer Non-Durables,$4.42B
BHBK,"Blue Hills Bancorp, Inc.",Finance,$478.08M
BLUE,"bluebird bio, Inc.",Health Care,$4.13B
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,$225.12M
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,$236.75M
BPMC,Blueprint Medicines Corporation,Health Care,$2.1B
ITEQ,BlueStar TA-BIGITech Israel Technology ETF,n/a,n/a
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,$1.44B
BOBE,"Bob Evans Farms, Inc.",Consumer Services,$1.4B
BOFI,"BofI Holding, Inc.",Finance,$1.49B
BOFIL,"BofI Holding, Inc.",Finance,n/a
WIFI,"Boingo Wireless, Inc.",Consumer Services,$558.65M
BOJA,"Bojangles&#39;, Inc.",Consumer Services,$580.05M
BOKF,BOK Financial Corporation,Finance,$5.53B
BOKFL,BOK Financial Corporation,Finance,n/a
BNSO,"Bonso Electronics International, Inc.",Capital Goods,$12.91M
BOMN,Boston Omaha Corporation,Finance,$91.94M
BPFH,"Boston Private Financial Holdings, Inc.",Finance,$1.3B
BPFHP,"Boston Private Financial Holdings, Inc.",Finance,n/a
BPFHW,"Boston Private Financial Holdings, Inc.",Finance,n/a
EPAY,"Bottomline Technologies, Inc.",Technology,$1.02B
BLVD,Boulevard Acquisition Corp. II,Finance,$462.97M
BLVDU,Boulevard Acquisition Corp. II,Finance,n/a
BLVDW,Boulevard Acquisition Corp. II,Finance,n/a
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,$81.5M
BBRG,"Bravo Brio Restaurant Group, Inc.",Consumer Services,$67.46M
BDGE,"Bridge Bancorp, Inc.",Finance,$654.17M
BLIN          ,"Bridgeline Digital, Inc.",Technology,$12.58M
BRID,Bridgford Foods Corporation,Consumer Non-Durables,$119M
BCOV,Brightcove Inc.,Technology,$210.09M
AVGO,Broadcom Limited,Technology,$95.57B
BSFT,"BroadSoft, Inc.",Technology,$1.3B
BVSN,"BroadVision, Inc.",Technology,$20.55M
BYFC,Broadway Financial Corporation,Finance,$58.47M
BWEN,"Broadwind Energy, Inc.",Capital Goods,$68.92M
BRCD,"Brocade Communications Systems, Inc.",Technology,$5.2B
BRKL,"Brookline Bancorp, Inc.",Finance,$1.12B
BRKS,"Brooks Automation, Inc.",Technology,$1.56B
BRKR,Bruker Corporation,Capital Goods,$4.64B
BMTC,Bryn Mawr Bank Corporation,Finance,$721.97M
BLMT,"BSB Bancorp, Inc.",Finance,$280M
BSQR,BSQUARE Corporation,Miscellaneous,$71.64M
BWLD,"Buffalo Wild Wings, Inc.",Consumer Services,$2.03B
BLDR,"Builders FirstSource, Inc.",Consumer Services,$1.7B
BMLA,BullMark LatAm Select Leaders ETF,n/a,n/a
BUR,Burcon NutraScience Corp,Consumer Non-Durables,$38.97M
CFFI,C&F Financial Corporation,Finance,$170.17M
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,$9.54B
CA,CA Inc.,Technology,$14.28B
CCMP,Cabot Microelectronics Corporation,Technology,$1.87B
CDNS,"Cadence Design Systems, Inc.",Technology,$9.31B
CDZI,"Cadiz, Inc.",Public Utilities,$278.22M
CACQ,Caesars Acquisition Company,Consumer Services,$2.64B
CZR,Caesars Entertainment Corporation,Consumer Services,$1.77B
CSTE,Caesarstone Ltd.,Capital Goods,$1.17B
PRSS,CafePress Inc.,Consumer Services,$40.21M
CLBS,"Caladrius Biosciences, Inc.",Health Care,$38.62M
CHY,Calamos Convertible and High Income Fund,n/a,$859.56M
CHI,Calamos Convertible Opportunities and Income Fund,n/a,$789.16M
CCD,Calamos Dynamic Convertible & Income Fund,n/a,$488.67M
CHW,Calamos Global Dynamic Income Fund,n/a,$502.15M
CGO,Calamos Global Total Return Fund,n/a,$111.57M
CSQ,Calamos Strategic Total Return Fund,n/a,$1.81B
CAMP,CalAmp Corp.,Technology,$683.16M
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,$1.18B
CFNB,California First National Bancorp,Finance,$176.3M
CALA,"Calithera Biosciences, Inc.",Health Care,$631.77M
CALD,"Callidus Software, Inc.",Technology,$1.49B
